date,USD Curncy,KRW Curncy,MYR Curncy,CNY Curncy,THB Curncy,IDR Curncy,TWD Curncy,INR Curncy,JPY Curncy,AUD Curncy,GBP Curncy,EUR Curncy
1970-03-27,,,,,,,,,,,,
1970-03-30,,,,,,,,,,,,
1970-03-31,,,,,,,,,,,,
1970-04-01,,,,,,,,,,,,
1970-04-02,,,,,,,,,,,,
1970-04-03,,,,,,,,,,,,
1970-04-06,,,,,,,,,,,,
1970-04-07,,,,,,,,,,,,
1970-04-08,,,,,,,,,,,,
1970-04-09,,,,,,,,,,,,
1970-04-10,,,,,,,,,,,,
1970-04-13,,,,,,,,,,,,
1970-04-14,,,,,,,,,,,,
1970-04-15,,,,,,,,,,,,
1970-04-16,,,,,,,,,,,,
1970-04-17,,,,,,,,,,,,
1970-04-20,,,,,,,,,,,,
1970-04-21,,,,,,,,,,,,
1970-04-22,,,,,,,,,,,,
1970-04-23,,,,,,,,,,,,
1970-04-24,,,,,,,,,,,,
1970-04-27,,,,,,,,,,,,
1970-04-28,,,,,,,,,,,,
1970-04-29,,,,,,,,,,,,
1970-04-30,,,,,,,,,,,,
1970-05-01,,,,,,,,,,,,
1970-05-04,,,,,,,,,,,,
1970-05-05,,,,,,,,,,,,
1970-05-06,,,,,,,,,,,,
1970-05-07,,,,,,,,,,,,
1970-05-08,,,,,,,,,,,,
1970-05-11,,,,,,,,,,,,
1970-05-12,,,,,,,,,,,,
1970-05-13,,,,,,,,,,,,
1970-05-14,,,,,,,,,,,,
1970-05-15,,,,,,,,,,,,
1970-05-18,,,,,,,,,,,,
1970-05-19,,,,,,,,,,,,
1970-05-20,,,,,,,,,,,,
1970-05-21,,,,,,,,,,,,
1970-05-22,,,,,,,,,,,,
1970-05-25,,,,,,,,,,,,
1970-05-26,,,,,,,,,,,,
1970-05-27,,,,,,,,,,,,
1970-05-28,,,,,,,,,,,,
1970-05-29,,,,,,,,,,,,
1970-06-01,,,,,,,,,,,,
1970-06-02,,,,,,,,,,,,
1970-06-03,,,,,,,,,,,,
1970-06-04,,,,,,,,,,,,
1970-06-05,,,,,,,,,,,,
1970-06-08,,,,,,,,,,,,
1970-06-09,,,,,,,,,,,,
1970-06-10,,,,,,,,,,,,
1970-06-11,,,,,,,,,,,,
1970-06-12,,,,,,,,,,,,
1970-06-15,,,,,,,,,,,,
1970-06-16,,,,,,,,,,,,
1970-06-17,,,,,,,,,,,,
1970-06-18,,,,,,,,,,,,
1970-06-19,,,,,,,,,,,,
1970-06-22,,,,,,,,,,,,
1970-06-23,,,,,,,,,,,,
1970-06-24,,,,,,,,,,,,
1970-06-25,,,,,,,,,,,,
1970-06-26,,,,,,,,,,,,
1970-06-29,,,,,,,,,,,,
1970-06-30,,,,,,,,,,,,
1970-07-01,,,,,,,,,,,,
1970-07-02,,,,,,,,,,,,
1970-07-03,,,,,,,,,,,,
1970-07-06,,,,,,,,,,,,
1970-07-07,,,,,,,,,,,,
1970-07-08,,,,,,,,,,,,
1970-07-09,,,,,,,,,,,,
1970-07-10,,,,,,,,,,,,
1970-07-13,,,,,,,,,,,,
1970-07-14,,,,,,,,,,,,
1970-07-15,,,,,,,,,,,,
1970-07-16,,,,,,,,,,,,
1970-07-17,,,,,,,,,,,,
1970-07-20,,,,,,,,,,,,
1970-07-21,,,,,,,,,,,,
1970-07-22,,,,,,,,,,,,
1970-07-23,,,,,,,,,,,,
1970-07-24,,,,,,,,,,,,
1970-07-27,,,,,,,,,,,,
1970-07-28,,,,,,,,,,,,
1970-07-29,,,,,,,,,,,,
1970-07-30,,,,,,,,,,,,
1970-07-31,,,,,,,,,,,,
1970-08-03,,,,,,,,,,,,
1970-08-04,,,,,,,,,,,,
1970-08-05,,,,,,,,,,,,
1970-08-06,,,,,,,,,,,,
1970-08-07,,,,,,,,,,,,
1970-08-10,,,,,,,,,,,,
1970-08-11,,,,,,,,,,,,
1970-08-12,,,,,,,,,,,,
1970-08-13,,,,,,,,,,,,
1970-08-14,,,,,,,,,,,,
1970-08-17,,,,,,,,,,,,
1970-08-18,,,,,,,,,,,,
1970-08-19,,,,,,,,,,,,
1970-08-20,,,,,,,,,,,,
1970-08-21,,,,,,,,,,,,
1970-08-24,,,,,,,,,,,,
1970-08-25,,,,,,,,,,,,
1970-08-26,,,,,,,,,,,,
1970-08-27,,,,,,,,,,,,
1970-08-28,,,,,,,,,,,,
1970-08-31,,,,,,,,,,,,
1970-09-01,,,,,,,,,,,,
1970-09-02,,,,,,,,,,,,
1970-09-03,,,,,,,,,,,,
1970-09-04,,,,,,,,,,,,
1970-09-07,,,,,,,,,,,,
1970-09-08,,,,,,,,,,,,
1970-09-09,,,,,,,,,,,,
1970-09-10,,,,,,,,,,,,
1970-09-11,,,,,,,,,,,,
1970-09-14,,,,,,,,,,,,
1970-09-15,,,,,,,,,,,,
1970-09-16,,,,,,,,,,,,
1970-09-17,,,,,,,,,,,,
1970-09-18,,,,,,,,,,,,
1970-09-21,,,,,,,,,,,,
1970-09-22,,,,,,,,,,,,
1970-09-23,,,,,,,,,,,,
1970-09-24,,,,,,,,,,,,
1970-09-25,,,,,,,,,,,,
1970-09-28,,,,,,,,,,,,
1970-09-29,,,,,,,,,,,,
1970-09-30,,,,,,,,,,,,
1970-10-01,,,,,,,,,,,,
1970-10-02,,,,,,,,,,,,
1970-10-05,,,,,,,,,,,,
1970-10-06,,,,,,,,,,,,
1970-10-07,,,,,,,,,,,,
1970-10-08,,,,,,,,,,,,
1970-10-09,,,,,,,,,,,,
1970-10-12,,,,,,,,,,,,
1970-10-13,,,,,,,,,,,,
1970-10-14,,,,,,,,,,,,
1970-10-15,,,,,,,,,,,,
1970-10-16,,,,,,,,,,,,
1970-10-19,,,,,,,,,,,,
1970-10-20,,,,,,,,,,,,
1970-10-21,,,,,,,,,,,,
1970-10-22,,,,,,,,,,,,
1970-10-23,,,,,,,,,,,,
1970-10-26,,,,,,,,,,,,
1970-10-27,,,,,,,,,,,,
1970-10-28,,,,,,,,,,,,
1970-10-29,,,,,,,,,,,,
1970-10-30,,,,,,,,,,,,
1970-11-02,,,,,,,,,,,,
1970-11-03,,,,,,,,,,,,
1970-11-04,,,,,,,,,,,,
1970-11-05,,,,,,,,,,,,
1970-11-06,,,,,,,,,,,,
1970-11-09,,,,,,,,,,,,
1970-11-10,,,,,,,,,,,,
1970-11-11,,,,,,,,,,,,
1970-11-12,,,,,,,,,,,,
1970-11-13,,,,,,,,,,,,
1970-11-16,,,,,,,,,,,,
1970-11-17,,,,,,,,,,,,
1970-11-18,,,,,,,,,,,,
1970-11-19,,,,,,,,,,,,
1970-11-20,,,,,,,,,,,,
1970-11-23,,,,,,,,,,,,
1970-11-24,,,,,,,,,,,,
1970-11-25,,,,,,,,,,,,
1970-11-26,,,,,,,,,,,,
1970-11-27,,,,,,,,,,,,
1970-11-30,,,,,,,,,,,,
1970-12-01,,,,,,,,,,,,
1970-12-02,,,,,,,,,,,,
1970-12-03,,,,,,,,,,,,
1970-12-04,,,,,,,,,,,,
1970-12-07,,,,,,,,,,,,
1970-12-08,,,,,,,,,,,,
1970-12-09,,,,,,,,,,,,
1970-12-10,,,,,,,,,,,,
1970-12-11,,,,,,,,,,,,
1970-12-14,,,,,,,,,,,,
1970-12-15,,,,,,,,,,,,
1970-12-16,,,,,,,,,,,,
1970-12-17,,,,,,,,,,,,
1970-12-18,,,,,,,,,,,,
1970-12-21,,,,,,,,,,,,
1970-12-22,,,,,,,,,,,,
1970-12-23,,,,,,,,,,,,
1970-12-24,,,,,,,,,,,,
1970-12-25,,,,,,,,,,,,
1970-12-28,,,,,,,,,,,,
1970-12-29,,,,,,,,,,,,
1970-12-30,,,,,,,,,,,,
1970-12-31,,,,,,,,,,,,
1971-01-01,1.0,,,,,,,,,,,
1971-01-04,1.0,,3.0867,,,,,,357.73,1.1127,2.3938,
1971-01-05,1.0,,3.0861,,,,,,357.81,1.1132,2.3949,
1971-01-06,1.0,,3.0845,,,,,,357.86,1.114,2.3967,
1971-01-07,1.0,,3.085,,,,,,357.87,1.1138,2.3963,
1971-01-08,1.0,,3.0845,,,,,,357.82,1.1124,2.3972,
1971-01-11,1.0,,3.0814,,,,,,357.95,1.1152,2.3992,
1971-01-12,1.0,,3.0807,,,,,,358.06,1.1156,2.4001,
1971-01-13,1.0,,3.0782,,,,,,358.44,1.1165,2.4021,
1971-01-14,1.0,,3.075,,,,,,358.4,1.1189,2.4071,
1971-01-15,1.0,,3.0764,,,,,,358.4,1.1182,2.4057,
1971-01-18,1.0,,3.0755,,,,,,358.29,1.1179,2.4052,
1971-01-19,1.0,,3.0719,,,,,,358.35,1.1193,2.4081,
1971-01-20,1.0,,3.0725,,,,,,358.4,1.1193,2.408,
1971-01-21,1.0,,3.0716,,,,,,358.27,1.1198,2.4092,
1971-01-22,1.0,,3.0703,,,,,,357.9,1.1204,2.4103,
1971-01-25,1.0,,3.0675,,,,,,357.73,1.1224,2.4147,
1971-01-26,1.0,,3.0665,,,,,,357.78,1.123,2.416,
1971-01-27,1.0,,3.0653,,,,,,357.79,1.123,2.4161,
1971-01-28,1.0,,3.0653,,,,,,357.83,1.1234,2.4169,
1971-01-29,1.0,,3.0647,,,,,,357.72,1.1236,2.4174,
1971-02-01,1.0,,3.0631,,,,,,357.67,1.1241,2.4184,
1971-02-02,1.0,,3.065,,,,,,357.55,1.124,2.4181,
1971-02-03,1.0,,3.0647,,,,,,357.54,1.1241,2.4184,
1971-02-04,1.0,,3.0687,,,,,,357.51,1.1233,2.4167,
1971-02-05,1.0,,3.0689,,,,,,357.53,1.1224,2.4147,
1971-02-08,1.0,,3.0687,,,,,,357.49,1.124,2.4182,
1971-02-09,1.0,,3.0691,,,,,,357.5,1.1226,2.4151,
1971-02-10,1.0,,3.0665,,,,,,357.5,1.1229,2.4159,
1971-02-11,1.0,,3.0665,,,,,,357.5,1.1229,2.4158,
1971-02-12,1.0,,3.0665,,,,,,357.5,1.1229,2.4158,
1971-02-15,1.0,,3.0665,,,,,,357.5,1.1229,2.4158,
1971-02-16,1.0,,3.0659,,,,,,357.53,1.1245,2.4193,
1971-02-17,1.0,,3.065,,,,,,357.53,1.1245,2.4193,
1971-02-18,1.0,,3.065,,,,,,357.53,1.1244,2.4191,
1971-02-19,1.0,,3.065,,,,,,357.56,1.1244,2.419,
1971-02-22,1.0,,3.065,,,,,,357.6,1.1245,2.4192,
1971-02-23,1.0,,3.065,,,,,,357.55,1.1245,2.4193,
1971-02-24,1.0,,3.065,,,,,,357.6,1.1245,2.4193,
1971-02-25,1.0,,3.0656,,,,,,357.56,1.1238,2.4177,
1971-02-26,1.0,,3.0662,,,,,,357.56,1.123,2.416,
1971-03-01,1.0,,3.0675,,,,,,357.63,1.1231,2.4162,
1971-03-02,1.0,,3.0669,,,,,,357.56,1.1241,2.4184,
1971-03-03,1.0,,3.0659,,,,,,357.49,1.1245,2.4193,
1971-03-04,1.0,,3.0662,,,,,,357.45,1.1239,2.4179,
1971-03-05,1.0,,3.0662,,,,,,357.59,1.1241,2.4183,
1971-03-08,1.0,,3.0647,,,,,,357.55,1.1245,2.4192,
1971-03-09,1.0,,3.0653,,,,,,357.46,1.1244,2.4188,
1971-03-10,1.0,,3.0653,,,,,,357.59,1.1245,2.4192,
1971-03-11,1.0,,3.0662,,,,,,357.56,1.1243,2.4188,
1971-03-12,1.0,,3.0653,,,,,,357.58,1.1245,2.4193,
1971-03-15,1.0,,3.0653,,,,,,357.54,1.1245,2.4193,
1971-03-16,1.0,,3.0662,,,,,,357.49,1.1241,2.4183,
1971-03-17,1.0,,3.0653,,,,,,357.53,1.1246,2.4194,
1971-03-18,1.0,,3.0656,,,,,,357.56,1.1244,2.419,
1971-03-19,1.0,,3.0656,,,,,,357.56,1.1244,2.419,
1971-03-22,1.0,,3.0653,,,,,,357.44,1.1245,2.4193,
1971-03-23,1.0,,3.0655,,,,,,357.53,1.1245,2.4193,
1971-03-24,1.0,,3.0655,,,,,,357.53,1.1246,2.4194,
1971-03-25,1.0,,3.0662,,,,,,357.47,1.1241,2.4185,
1971-03-26,1.0,,3.0662,,,,,,357.47,1.1243,2.4188,
1971-03-29,1.0,,3.0659,,,,,,357.44,1.1246,2.4194,
1971-03-30,1.0,,3.0669,,,,,,357.49,1.124,2.4181,
1971-03-31,1.0,,3.0678,,,,,,357.42,1.1234,2.4168,
1971-04-01,1.0,,3.0694,,,,,,357.49,1.1224,2.4147,
1971-04-02,1.0,,3.0703,,,,,,357.53,1.1213,2.4125,
1971-04-05,1.0,,3.0703,,,,,,357.5,1.123,2.4161,
1971-04-06,1.0,,3.0675,,,,,,357.46,1.1243,2.4189,
1971-04-07,1.0,,3.0687,,,,,,357.55,1.1234,2.417,
1971-04-08,1.0,,3.0691,,,,,,357.55,1.1233,2.4167,
1971-04-09,1.0,,3.0691,,,,,,357.5,1.1233,2.4167,
1971-04-12,1.0,,3.0687,,,,,,357.5,1.1234,2.4169,
1971-04-13,1.0,,3.0691,,,,,,357.62,1.1233,2.4167,
1971-04-14,1.0,,3.0684,,,,,,357.58,1.1239,2.418,
1971-04-15,1.0,,3.0659,,,,,,357.5,1.1242,2.4187,
1971-04-16,1.0,,3.0659,,,,,,357.54,1.1242,2.4186,
1971-04-19,1.0,,3.0653,,,,,,357.49,1.1245,2.4193,
1971-04-20,1.0,,3.0653,,,,,,357.49,1.1245,2.4193,
1971-04-21,1.0,,3.0653,,,,,,357.49,1.1246,2.4196,
1971-04-22,1.0,,3.0656,,,,,,357.49,1.1242,2.4187,
1971-04-23,1.0,,3.0656,,,,,,357.49,1.1243,2.4189,
1971-04-26,1.0,,3.0656,,,,,,357.5,1.1243,2.4188,
1971-04-27,1.0,,3.0653,,,,,,357.49,1.1244,2.419,
1971-04-28,1.0,,3.0653,,,,,,357.5,1.1246,2.4195,
1971-04-29,1.0,,3.0653,,,,,,357.41,1.1245,2.4192,
1971-04-30,1.0,,3.0653,,,,,,357.4,1.1245,2.4193,
1971-05-03,1.0,,3.0653,,,,,,357.41,1.1243,2.4189,
1971-05-04,1.0,,3.0656,,,,,,357.4,1.1242,2.4185,
1971-05-05,1.0,,3.0656,,,,,,357.4,1.1246,2.4194,
1971-05-06,1.0,,3.067,,,,,,357.41,1.1242,2.4185,
1971-05-07,1.0,,3.064,,,,,,357.41,1.1243,2.4188,
1971-05-10,1.0,,3.0669,,,,,,357.14,1.1236,2.4173,
1971-05-11,1.0,,3.0672,,,,,,357.44,1.1235,2.417,
1971-05-12,1.0,,3.0659,,,,,,357.53,1.124,2.4183,
1971-05-13,1.0,,3.0675,,,,,,357.49,1.124,2.4183,
1971-05-14,1.0,,3.0665,,,,,,357.49,1.1242,2.4186,
1971-05-17,1.0,,3.0615,,,,,,357.4,1.1245,2.4193,
1971-05-18,1.0,,3.0615,,,,,,357.44,1.1244,2.419,
1971-05-19,1.0,,3.0615,,,,,,357.4,1.1246,2.4194,
1971-05-20,1.0,,3.0606,,,,,,357.46,1.1245,2.4193,
1971-05-21,1.0,,3.0597,,,,,,357.4,1.1246,2.4194,
1971-05-24,1.0,,3.0609,,,,,,357.4,1.1246,2.4194,
1971-05-25,1.0,,3.0618,,,,,,357.4,1.1244,2.419,
1971-05-26,1.0,,3.0609,,,,,,357.44,1.1246,2.4194,
1971-05-27,1.0,,3.0609,,,,,,357.4,1.1243,2.4187,
1971-05-28,1.0,,3.06,,,,,,357.4,1.1238,2.4178,
1971-05-31,1.0,,3.06,,,,,,357.4,1.1238,2.4178,
1971-06-01,1.0,,3.0609,,,,,,357.46,1.1231,2.4162,
1971-06-02,1.0,,3.0609,,,,,,357.4,1.1234,2.417,
1971-06-03,1.0,,3.0572,,,,,,357.46,1.1243,2.4188,
1971-06-04,1.0,,3.0586,,,,,,357.4,1.1244,2.419,
1971-06-07,1.0,,3.0572,,,,,,357.4,1.1245,2.4192,
1971-06-08,1.0,,3.0548,,,,,,357.4,1.1243,2.4188,
1971-06-09,1.0,,3.0544,,,,,,357.4,1.1246,2.4194,
1971-06-10,1.0,,3.0562,,,,,,357.4,1.1245,2.4193,
1971-06-11,1.0,,3.0544,,,,,,357.4,1.1246,2.4194,
1971-06-14,1.0,,3.053,,,,,,357.4,1.1242,2.4186,
1971-06-15,1.0,,3.0553,,,,,,357.46,1.1242,2.4187,
1971-06-16,1.0,,3.0562,,,,,,357.46,1.1245,2.4193,
1971-06-17,1.0,,3.0548,,,,,,357.46,1.1243,2.4189,
1971-06-18,1.0,,3.0544,,,,,,357.4,1.1244,2.4191,
1971-06-21,1.0,,3.0553,,,,,,357.4,1.1244,2.4191,
1971-06-22,1.0,,3.0548,,,,,,357.4,1.1244,2.419,
1971-06-23,1.0,,3.0581,,,,,,357.4,1.1246,2.4195,
1971-06-24,1.0,,3.0604,,,,,,357.4,1.1244,2.4191,
1971-06-25,1.0,,3.0558,,,,,,357.4,1.1244,2.4191,
1971-06-28,1.0,,3.0558,,,,,,357.37,1.1242,2.4185,
1971-06-29,1.0,,3.0548,,,,,,357.39,1.1244,2.419,
1971-06-30,1.0,,3.0548,,,,,,357.4,1.1246,2.4196,
1971-07-01,1.0,,3.0548,,,,,,357.4,1.1243,2.419,
1971-07-02,1.0,,3.0548,,,,,,357.4,1.1243,2.419,
1971-07-05,1.0,,3.0548,,,,,,357.4,1.1243,2.419,
1971-07-06,1.0,,3.0553,,,,,,357.45,1.124,2.419,
1971-07-07,1.0,,3.0553,,,,,,357.46,1.1242,2.419,
1971-07-08,1.0,,3.0553,,,,,,357.46,1.1242,2.419,
1971-07-09,1.0,,3.0553,,,,,,357.4,1.1241,2.4183,
1971-07-12,1.0,,3.0553,,,,,,357.41,1.124,2.4182,
1971-07-13,1.0,,3.0553,,,,,,357.44,1.1239,2.418,
1971-07-14,1.0,,3.0553,,,,,,357.4,1.1242,2.4187,
1971-07-15,1.0,,3.0553,,,,,,357.4,1.1242,2.4187,
1971-07-16,1.0,,3.0553,,,,,,357.4,1.1243,2.4189,
1971-07-19,1.0,,3.0553,,,,,,357.39,1.124,2.4183,
1971-07-20,1.0,,3.0531,,,,,,357.39,1.124,2.4182,
1971-07-21,1.0,,3.0528,,,,,,357.4,1.1244,2.4191,
1971-07-22,1.0,,3.0548,,,,,,357.37,1.1243,2.4188,
1971-07-23,1.0,,3.0548,,,,,,357.36,1.1243,2.419,
1971-07-26,1.0,,3.0553,,,,,,357.4,1.1239,2.418,
1971-07-27,1.0,,3.0553,,,,,,357.37,1.1238,2.4178,
1971-07-28,1.0,,3.0553,,,,,,357.4,1.1241,2.4185,
1971-07-29,1.0,,3.0558,,,,,,357.4,1.1241,2.4184,
1971-07-30,1.0,,3.0553,,,,,,357.39,1.1241,2.4184,
1971-08-02,1.0,,3.0562,,,,,,357.41,1.1237,2.4175,
1971-08-03,1.0,,3.0567,,,,,,357.37,1.1235,2.417,
1971-08-04,1.0,,3.0558,,,,,,357.37,1.1245,2.4193,
1971-08-05,1.0,,3.0562,,,,,,357.37,1.124,2.4183,
1971-08-06,1.0,,3.0558,,,,,,357.37,1.1241,2.4185,
1971-08-09,1.0,,3.0531,,,,,,357.35,1.1245,2.4192,
1971-08-10,1.0,,3.0534,,,,,,357.39,1.1242,2.4187,
1971-08-11,1.0,,3.0531,,,,,,357.35,1.1247,2.4197,
1971-08-12,1.0,,3.0531,,,,,,357.4,1.1246,2.4196,
1971-08-13,1.0,,3.0531,,,,,,357.35,1.1246,2.4195,
1971-08-16,1.0,,3.0531,,,,,,357.35,1.1246,2.4195,
1971-08-17,1.0,,3.0531,,,,,,357.35,1.1246,2.4195,
1971-08-18,1.0,,3.0531,,,,,,357.35,1.1246,2.4195,
1971-08-19,1.0,,3.0531,,,,,,357.35,1.1246,2.4195,
1971-08-20,1.0,,3.0531,,,,,,357.35,1.1246,2.4195,
1971-08-23,1.0,,3.0531,,,,,,357.35,1.1318,2.435,
1971-08-24,1.0,,3.0531,,,,,,357.35,1.1363,2.4447,
1971-08-25,1.0,,3.0531,,,,,,357.35,1.1428,2.4589,
1971-08-26,1.0,,3.0531,,,,,,357.35,1.1492,2.4723,
1971-08-27,1.0,,3.0531,,,,,,357.35,1.1478,2.4693,
1971-08-30,1.0,,3.0531,,,,,,357.35,1.1471,2.4677,
1971-08-31,1.0,,3.0531,,,,,,339.85,1.1406,2.4535,
1971-09-01,1.0,,3.0531,,,,,,341.01,1.1409,2.4541,
1971-09-02,1.0,,3.0531,,,,,,338.98,1.1423,2.4576,
1971-09-03,1.0,,3.0084,,,,,,340.14,1.1432,2.459,
1971-09-06,1.0,,3.0084,,,,,,340.14,1.1432,2.459,
1971-09-07,1.0,,3.0084,,,,,,339.79,1.1427,2.4583,
1971-09-08,1.0,,3.0026,,,,,,339.39,1.1427,2.4584,
1971-09-09,1.0,,3.0071,,,,,,339.07,1.1428,2.4587,
1971-09-10,1.0,,3.0026,,,,,,338.81,1.1431,2.4592,
1971-09-13,1.0,,3.003,,,,,,338.98,1.1435,2.4602,
1971-09-14,1.0,,3.0075,,,,,,338.24,1.1465,2.467,
1971-09-15,1.0,,3.0303,,,,,,338.41,1.1485,2.4709,
1971-09-16,1.0,,3.0157,,,,,,337.84,1.1485,2.471,
1971-09-17,1.0,,2.9976,,,,,,337.95,1.149,2.472,
1971-09-20,1.0,,2.9963,,,,,,337.27,1.15,2.4743,
1971-09-21,1.0,,2.9918,,,,,,337.34,1.1496,2.4733,
1971-09-22,1.0,,2.9963,,,,,,337.44,1.15,2.474,
1971-09-23,1.0,,2.9882,,,,,,337.27,1.153,2.4805,
1971-09-24,1.0,,2.9869,,,,,,336.98,1.1539,2.4825,
1971-09-27,1.0,,2.9757,,,,,,336.25,1.153,2.4803,
1971-09-28,1.0,,2.9744,,,,,,336.36,1.1518,2.4782,
1971-09-29,1.0,,2.9972,,,,,,335.57,1.1545,2.4838,
1971-09-30,1.0,,2.9766,,,,,,335.35,1.1549,2.4847,
1971-10-01,1.0,,2.974,,,,,,333.39,1.157,2.4892,
1971-10-04,1.0,,2.9806,,,,,,333.17,1.1569,2.4889,
1971-10-05,1.0,,2.9855,,,,,,333.14,1.1571,2.4894,
1971-10-06,1.0,,2.9878,,,,,,332.65,1.1567,2.4882,
1971-10-07,1.0,,2.9828,,,,,,332.61,1.1571,2.4894,
1971-10-08,1.0,,2.9784,,,,,,332.37,1.1574,2.4802,
1971-10-11,1.0,,2.9784,,,,,,332.37,1.1574,2.4802,
1971-10-12,1.0,,2.9855,,,,,,330.52,1.1572,2.4895,
1971-10-13,1.0,,2.9788,,,,,,331.4,1.157,2.4891,
1971-10-14,1.0,,2.9784,,,,,,330.85,1.1572,2.4806,
1971-10-15,1.0,,2.9788,,,,,,330.58,1.1569,2.4889,
1971-10-18,1.0,,2.9784,,,,,,329.6,1.1571,2.4894,
1971-10-19,1.0,,2.9784,,,,,,330.85,1.1571,2.4893,
1971-10-20,1.0,,2.9757,,,,,,331.07,1.1579,2.4912,
1971-10-21,1.0,,2.9775,,,,,,330.79,1.1584,2.4921,
1971-10-22,1.0,,2.9766,,,,,,330.36,1.1586,2.4927,
1971-10-25,1.0,,2.9766,,,,,,330.36,1.1586,2.4927,
1971-10-26,1.0,,2.9735,,,,,,329.0,1.1592,2.494,
1971-10-27,1.0,,2.9757,,,,,,329.54,1.1595,2.4945,
1971-10-28,1.0,,2.9718,,,,,,329.71,1.1592,2.4938,
1971-10-29,1.0,,2.9753,,,,,,329.5,1.158,2.4914,
1971-11-01,1.0,,2.9753,,,,,,329.45,1.1586,2.4927,
1971-11-02,1.0,,2.9753,,,,,,329.45,1.1586,2.4927,
1971-11-03,1.0,,2.9744,,,,,,329.5,1.1587,2.493,
1971-11-04,1.0,,2.9762,,,,,,330.87,1.1587,2.4928,
1971-11-05,1.0,,2.9757,,,,,,329.16,1.159,2.4936,
1971-11-08,1.0,,2.9744,,,,,,329.22,1.1588,2.4931,
1971-11-09,1.0,,2.9766,,,,,,329.16,1.1586,2.4926,
1971-11-10,1.0,,2.9771,,,,,,329.11,1.1586,2.4925,
1971-11-11,1.0,,2.9744,,,,,,329.11,1.1589,2.4934,
1971-11-12,1.0,,2.9762,,,,,,329.49,1.1591,2.4937,
1971-11-15,1.0,,2.97,,,,,,328.73,1.1588,2.493,
1971-11-16,1.0,,2.9762,,,,,,328.62,1.1587,2.4929,
1971-11-17,1.0,,2.9749,,,,,,328.8,1.1591,2.4938,
1971-11-18,1.0,,2.9727,,,,,,328.68,1.159,2.4935,
1971-11-19,1.0,,2.9749,,,,,,328.4,1.1592,2.4938,
1971-11-22,1.0,,2.9749,,,,,,328.41,1.1591,2.4937,
1971-11-23,1.0,,2.9749,,,,,,328.19,1.1592,2.4939,
1971-11-24,1.0,,2.9749,,,,,,328.04,1.159,2.4935,
1971-11-25,1.0,,2.9749,,,,,,328.04,1.159,2.4935,
1971-11-26,1.0,,2.9749,,,,,,327.6,1.1591,2.4937,
1971-11-29,1.0,,2.9637,,,,,,327.06,1.1592,2.4938,
1971-11-30,1.0,,2.9637,,,,,,327.44,1.1591,2.4937,
1971-12-01,1.0,,2.9637,,,,,,327.6,1.1592,2.4939,
1971-12-02,1.0,,2.9753,,,,,,326.0,1.1588,2.493,
1971-12-03,1.0,,2.9722,,,,,,325.1,1.1613,2.4985,
